TIME,BARALT,MBS,AIRT,DRAD,LAT,LON,GPSALT
00:43:54,116758.0,5.16,-31.6,-8.3,32.64,-107.165,36080.0
00:44:54,117075.0,5.09,-30.6,-8.2,32.63166666666667,-107.14666666666666,36190.0
00:45:54,116938.0,5.12,-31.2,-8.4,32.626666666666665,-107.13333333333334,36226.0
00:46:54,116579.0,5.2,-30.7,-8.7,32.62,-107.11833333333334,36129.0
00:47:54,116579.0,5.2,-30.1,-8.7,32.61333333333333,-107.10166666666667,36061.0
00:48:54,116938.0,5.12,-29.0,-8.7,32.60666666666667,-107.08833333333334,36135.0
00:49:54,117166.0,5.07,-27.9,-8.7,32.60166666666667,-107.075,36238.0
00:50:54,117120.0,5.08,-30.0,-8.7,32.595,-107.05833333333334,36265.0
00:51:54,116984.0,5.11,-31.5,-9.9,32.58833333333333,-107.04666666666667,36219.0
00:52:55,117075.0,5.09,-31.4,-10.4,32.583333333333336,-107.03333333333333,36212.0
00:53:55,117120.0,5.08,-31.1,-10.8,32.57666666666667,-107.01666666666667,36248.0
00:54:55,117120.0,5.08,-30.1,-11.2,32.57,-107.00166666666667,36248.0
00:55:55,117258.0,5.05,-31.2,-11.7,32.565,-108.985,36269.0
00:56:55,117304.0,5.04,-32.3,-12.2,32.55833333333333,-108.97166666666666,36310.0
00:57:55,117075.0,5.09,-31.3,-12.8,32.553333333333335,-108.95333333333333,36275.0
00:58:55,116938.0,5.12,-31.1,-13.4,32.54833333333333,-108.94,36210.0
00:59:55,117166.0,5.07,-29.5,-14.0,32.541666666666664,-108.92333333333333,36236.0
01:00:55,117350.0,5.03,-31.9,-14.7,32.538333333333334,-108.90833333333333,36308.0
01:01:55,117212.0,5.06,-31.6,-15.6,32.53333333333333,-108.89166666666667,36304.0
01:02:55,117166.0,5.07,-32.9,-16.3,32.53,-108.87666666666667,36258.0
01:03:55,117443.0,5.01,-29.1,-16.8,32.526666666666664,-108.86333333333333,36291.0
01:04:55,117676.0,4.96,-27.2,-17.0,32.52166666666667,-108.845,36393.0
01:05:55,117536.0,4.99,-28.0,-17.4,32.516666666666666,-108.83,36406.0
01:06:55,117304.0,5.04,-25.6,-17.6,32.513333333333335,-108.81166666666667,36322.0
01:07:55,117258.0,5.05,-25.3,-17.4,32.50833333333333,-108.79666666666667,36282.0
01:08:55,117443.0,5.01,-26.9,-17.2,32.505,-108.77833333333334,36322.0
01:09:55,117443.0,5.01,-29.1,-17.2,32.501666666666665,-108.765,36350.0
01:10:55,117350.0,5.03,-29.4,-17.3,32.498333333333335,-108.74833333333333,36326.0
01:11:55,117350.0,5.03,-24.3,-17.3,32.495,-108.73166666666667,36304.0
01:12:55,117443.0,5.01,-25.4,-17.1,32.49166666666667,-108.715,36327.0
01:13:55,117350.0,5.03,-27.5,-17.1,32.48833333333334,-108.7,36320.0
01:14:55,117212.0,5.06,-28.0,-17.2,32.485,-108.68333333333334,36270.0
01:15:56,117304.0,5.04,-25.3,-17.6,32.48,-108.66666666666667,36270.0
01:16:56,117350.0,5.03,-27.3,-18.2,32.47666666666667,-108.65,36306.0
01:17:56,117029.0,5.1,-27.1,-18.7,32.471666666666664,-108.63333333333334,36263.0
01:18:56,116713.0,5.17,-26.2,-19.2,32.468333333333334,-108.61833333333334,36146.0
01:19:56,116713.0,5.17,-26.7,-20.0,32.46333333333333,-108.60333333333334,36100.0
01:20:56,116893.0,5.13,-28.0,-20.8,32.46,-108.59,36147.0
01:21:56,116938.0,5.12,-32.1,-21.6,32.455,-108.57333333333334,36182.0
01:22:56,116848.0,5.14,-30.5,-22.3,32.45166666666667,-108.56,36161.0
01:23:56,116938.0,5.12,-26.4,-22.7,32.446666666666665,-108.545,36171.0
01:24:56,117075.0,5.09,-24.9,-22.9,32.44166666666667,-108.53166666666667,36217.0
01:25:56,117120.0,5.08,-25.8,-23.1,32.43666666666667,-108.51833333333333,36241.0
01:26:56,117166.0,5.07,-27.3,-23.5,32.431666666666665,-108.505,36250.0
01:27:56,117396.0,5.02,-25.9,-23.8,32.42666666666667,-108.49,36288.0
01:28:56,117350.0,5.03,-25.9,-24.0,32.42166666666667,-108.47833333333334,36330.0
01:29:56,117029.0,5.1,-25.4,-24.1,32.415,-108.46166666666667,36258.0
01:30:56,116758.0,5.16,-24.5,-24.1,32.41,-108.44666666666667,36149.0
01:31:56,111097.0,6.6,-34.0,-19.3,32.405,-108.43,36021.0
01:32:56,97934.0,11.89,-42.8,-21.2,32.39666666666667,-108.42833333333333,31644.0
01:33:56,87586.0,19.19,-49.0,-18.9,32.39666666666667,-108.41833333333334,28303.0
01:34:56,79975.0,27.51,-53.3,-89.4,32.39666666666667,-108.40833333333333,25673.0
