 Time, Altitude (m), Tracksoar Altitude, Tracksoar Latitude, Tracksoar Longitude, ThermoCouple Internal Temp (C), ThermoCouple Temp (C), Altimeter Temp (C),,,Distance (km),,,time elapsed,,"launch-1405, burst-5756, land-6781",
 10:03:24,21727.36,20977.3,37.72,-120.94,-7.88,6.75,2.66,0.000232756,0.030513857,194.4037833, 10:03:24,10:03:24,1:58:25,7105,,4.6
 10:03:26,21738.07,20977.3,37.72,-120.94,-7.88,4,2.65,0.000232756,0.030513857,194.4037833, 10:03:26,10:03:26,1:58:27,7107,,10.71
 10:03:27,21750.37,20977.3,37.72,-120.94,-7.88,3.75,2.64,0.000232756,0.030513857,194.4037833, 10:03:27,10:03:27,1:58:28,7108,,12.3
 10:03:29,21756.52,20977.3,37.72,-120.94,-7.94,3,2.65,0.000232756,0.030513857,194.4037833, 10:03:29,10:03:29,1:58:30,7110,,6.15
 10:03:31,21768.83,20977.3,37.72,-120.94,-7.88,2,2.64,0.000232756,0.030513857,194.4037833, 10:03:31,10:03:31,1:58:32,7112,,12.31
 10:03:32,21771.93,20977.3,37.72,-120.94,-7.88,2.5,2.64,0.000232756,0.030513857,194.4037833, 10:03:32,10:03:32,1:58:33,7113,,3.1
 10:03:34,21781.19,20977.3,37.72,-120.94,-7.88,5,2.64,0.000232756,0.030513857,194.4037833, 10:03:34,10:03:34,1:58:35,7115,,9.26
 10:03:35,21792.01,20977.3,37.72,-120.94,-7.94,6.75,2.64,0.000232756,0.030513857,194.4037833, 10:03:35,10:03:35,1:58:36,7116,,10.82
 10:03:37,21805.94,20977.3,37.72,-120.94,-7.88,4,2.64,0.000232756,0.030513857,194.4037833, 10:03:37,10:03:37,1:58:38,7118,,13.93
 10:03:39,21812.15,20977.3,37.72,-120.94,-7.88,3,2.64,0.000232756,0.030513857,194.4037833, 10:03:39,10:03:39,1:58:40,7120,,6.21
 10:03:40,21815.26,20977.3,37.72,-120.94,-7.94,2.25,2.64,0.000232756,0.030513857,194.4037833, 10:03:40,10:03:40,1:58:41,7121,,3.11
 10:03:42,21829.25,20977.3,37.72,-120.94,-7.94,1,2.63,0.000232756,0.030513857,194.4037833, 10:03:42,10:03:42,1:58:43,7123,,13.99
 10:03:44,21837.04,20977.3,37.72,-120.94,-7.94,-1.25,2.63,0.000232756,0.030513857,194.4037833, 10:03:44,10:03:44,1:58:45,7125,,7.79
 10:03:45,21846.4,20977.3,37.72,-120.94,-7.94,1,2.63,0.000232756,0.030513857,194.4037833, 10:03:45,10:03:45,1:58:46,7126,,9.36
 10:03:47,21855.79,20977.3,37.72,-120.94,-7.94,-0.25,2.63,0.000232756,0.030513857,194.4037833, 10:03:47,10:03:47,1:58:48,7128,,9.39
 10:03:49,21863.6,20977.3,37.72,-120.94,-7.94,-2.5,2.63,0.000232756,0.030513857,194.4037833, 10:03:49,10:03:49,1:58:50,7130,,7.81
 10:03:50,21868.3,20977.3,37.72,-120.94,-7.94,1.5,2.63,0.000232756,0.030513857,194.4037833, 10:03:50,10:03:50,1:58:51,7131,,4.7
 10:03:52,21879.27,21259.7,37.72,-120.94,-7.88,-15,2.62,0.000232756,0.030513857,194.4037833, 10:03:52,10:03:52,1:58:53,7133,,10.97
 10:03:53,21885.56,21259.7,37.72,-120.94,-7.94,0.25,2.62,0.000232756,0.030513857,194.4037833, 10:03:53,10:03:53,1:58:54,7134,,6.29
 10:03:55,21896.56,21259.7,37.72,-120.94,-7.94,-2.25,2.62,0.000232756,0.030513857,194.4037833, 10:03:55,10:03:55,1:58:56,7136,,11
 10:03:57,21899.7,21259.7,37.72,-120.94,-7.94,-1.75,2.62,0.000232756,0.030513857,194.4037833, 10:03:57,10:03:57,1:58:58,7138,,3.14
 10:03:58,21912.32,21259.7,37.72,-120.94,-7.94,-2.75,2.62,0.000232756,0.030513857,194.4037833, 10:03:58,10:03:58,1:58:59,7139,,12.62
 10:04:00,21920.23,21259.7,37.72,-120.94,-7.94,-3.25,2.62,0.000232756,0.030513857,194.4037833, 10:04:00,10:04:00,1:59:01,7141,,7.91
 10:04:02,21923.37,21259.7,37.72,-120.94,-7.94,1.5,2.62,0.000232756,0.030513857,194.4037833, 10:04:02,10:04:02,1:59:03,7143,,3.14
 10:04:03,21934.45,21259.7,37.72,-120.94,-8,1,2.62,0.000232756,0.030513857,194.4037833, 10:04:03,10:04:03,1:59:04,7144,,11.08
 10:04:05,21947.13,21259.7,37.72,-120.94,-7.94,-0.5,2.61,0.000232756,0.030513857,194.4037833, 10:04:05,10:04:05,1:59:06,7146,,12.68
 10:04:06,21956.66,21259.7,37.72,-120.94,-7.94,-0.75,2.61,0.000232756,0.030513857,194.4037833, 10:04:06,10:04:06,1:59:07,7147,,9.53
 10:04:08,21963.01,21259.7,37.72,-120.94,-7.94,-1,2.61,0.000232756,0.030513857,194.4037833, 10:04:08,10:04:08,1:59:09,7149,,6.35
 10:04:10,21972.56,21259.7,37.72,-120.94,-7.94,-1.75,2.61,0.000232756,0.030513857,194.4037833, 10:04:10,10:04:10,1:59:11,7151,,9.55
 10:04:11,21978.94,21259.7,37.72,-120.94,-7.94,-0.75,2.61,0.000232756,0.030513857,194.4037833, 10:04:11,10:04:11,1:59:12,7152,,6.38
 10:04:13,21990.11,21259.7,37.72,-120.94,-7.94,1,2.61,0.000232756,0.030513857,194.4037833, 10:04:13,10:04:13,1:59:14,7154,,11.17
 10:04:15,21999.71,21259.7,37.72,-120.94,-7.94,0,2.61,0.000232756,0.030513857,194.4037833, 10:04:15,10:04:15,1:59:16,7156,,9.6
 10:04:16,21999.71,21259.7,37.72,-120.94,-7.94,4.75,2.61,0.000232756,0.030513857,194.4037833, 10:04:16,10:04:16,1:59:17,7157,,0
 10:04:18,22015.73,21259.7,37.72,-120.94,-7.94,6.75,2.61,0.000232756,0.030513857,194.4037833, 10:04:18,10:04:18,1:59:19,7159,,16.02
 10:04:20,22023.76,21259.7,37.72,-120.94,-7.94,5.5,2.6,0.000232756,0.030513857,194.4037833, 10:04:20,10:04:20,1:59:21,7161,,8.03
 10:04:21,22031.78,21259.7,37.72,-120.94,-8,4,2.6,0.000232756,0.030513857,194.4037833, 10:04:21,10:04:21,1:59:22,7162,,8.02
 10:04:23,22044.66,21259.7,37.72,-120.94,-7.94,4.25,2.6,0.000232756,0.030513857,194.4037833, 10:04:23,10:04:23,1:59:24,7164,,12.88
 10:04:24,22051.13,21259.7,37.72,-120.94,-7.94,5.25,2.6,0.000232756,0.030513857,194.4037833, 10:04:24,10:04:24,1:59:25,7165,,6.47
 10:04:26,22057.57,21259.7,37.72,-120.94,-7.94,4,2.6,0.000232756,0.030513857,194.4037833, 10:04:26,10:04:26,1:59:27,7167,,6.44
 10:04:28,22064.04,21259.7,37.72,-120.94,-7.94,6.25,2.6,0.000232756,0.030513857,194.4037833, 10:04:28,10:04:28,1:59:29,7169,,6.47
 10:04:29,22067.28,21259.7,37.72,-120.94,-8,9.5,2.6,0.000232756,0.030513857,194.4037833, 10:04:29,10:04:29,1:59:30,7170,,3.24
 10:04:31,22080.23,21259.7,37.72,-120.94,-8,7.75,2.59,0.000232756,0.030513857,194.4037833, 10:04:31,10:04:31,1:59:32,7172,,12.95
 10:04:33,22089.96,21259.7,37.72,-120.94,-7.94,7.25,2.59,0.000232756,0.030513857,194.4037833, 10:04:33,10:04:33,1:59:34,7174,,9.73
 10:04:34,22099.7,21259.7,37.72,-120.94,-8,8.75,2.59,0.000232756,0.030513857,194.4037833, 10:04:34,10:04:34,1:59:35,7175,,9.74
 10:04:36,22111.12,21259.7,37.72,-120.94,-8,7.5,2.59,0.000232756,0.030513857,194.4037833, 10:04:36,10:04:36,1:59:37,7177,,11.42
 10:04:37,22119.26,21259.7,37.72,-120.94,-8,6.25,2.59,0.000232756,0.030513857,194.4037833, 10:04:37,10:04:37,1:59:38,7178,,8.14
 10:04:39,22122.51,21259.7,37.72,-120.94,-8,5,2.59,0.000232756,0.030513857,194.4037833, 10:04:39,10:04:39,1:59:40,7180,,3.25
 10:04:41,22140.5,21259.7,37.72,-120.94,-8,4,2.59,0.000232756,0.030513857,194.4037833, 10:04:41,10:04:41,1:59:42,7182,,17.99
 10:04:42,22143.77,21259.7,37.72,-120.94,-8,2.5,2.58,0.000232756,0.030513857,194.4037833, 10:04:42,10:04:42,1:59:43,7183,,3.27
 10:04:44,22150.33,21259.7,37.72,-120.94,-8,6.25,2.58,0.000232756,0.030513857,194.4037833, 10:04:44,10:04:44,1:59:45,7185,,6.56
 10:04:46,22165.08,21259.7,37.72,-120.94,-8,8.75,2.58,0.000232756,0.030513857,194.4037833, 10:04:46,10:04:46,1:59:47,7187,,14.75
 10:04:47,22171.66,21259.7,37.72,-120.94,-8,3.5,2.58,0.000232756,0.030513857,194.4037833, 10:04:47,10:04:47,1:59:48,7188,,6.58
 10:04:49,22176.61,21259.7,37.72,-120.94,-8,0,2.58,0.000232756,0.030513857,194.4037833, 10:04:49,10:04:49,1:59:50,7190,,4.95
 10:04:51,22184.85,21548.6,37.73,-120.94,-8,1.5,2.58,0.000232756,0.030513857,194.4037833, 10:04:51,10:04:51,1:59:52,7192,,8.24
 10:04:52,22191.44,21548.6,37.73,-120.94,-8,1.25,2.57,0.000232756,0.030513857,194.4037833, 10:04:52,10:04:52,1:59:53,7193,,6.59
 10:04:54,22199.71,21548.6,37.73,-120.94,-8,0.25,2.57,0.000232756,0.030513857,194.4037833, 10:04:54,10:04:54,1:59:55,7195,,8.27
 10:04:55,22204.65,21548.6,37.73,-120.94,-8,0,2.57,0.000232756,0.030513857,194.4037833, 10:04:55,10:04:55,1:59:56,7196,,4.94
 10:04:57,22214.58,21548.6,37.73,-120.94,-8,0.25,2.57,0.000232756,0.030513857,194.4037833, 10:04:57,10:04:57,1:59:58,7198,,9.93
 10:05:00,22229.51,21598.4,37.73,-120.95,-8,-18.5,2.56,0.000232756,0.030513857,194.4037833, 10:05:00,10:05:00,2:00:01,7201,,14.93
 10:05:02,22237.81,21598.4,37.73,-120.95,-8,-0.75,2.56,0.000232756,0.030513857,194.4037833, 10:05:02,10:05:02,2:00:03,7203,,8.3
 10:05:04,22247.79,21598.4,37.73,-120.95,-8,1.25,2.56,0.000232756,0.030513857,194.4037833, 10:05:04,10:05:04,2:00:05,7205,,9.98
 10:05:05,22256.12,21598.4,37.73,-120.95,-8,1.75,2.56,0.000232756,0.030513857,194.4037833, 10:05:05,10:05:05,2:00:06,7206,,8.33
 10:05:07,22259.46,21598.4,37.73,-120.95,-8.06,4.5,2.56,0.000232756,0.030513857,194.4037833, 10:05:07,10:05:07,2:00:08,7208,,3.34
 10:05:09,22277.85,21598.4,37.73,-120.95,-8,5.75,2.56,0.000232756,0.030513857,194.4037833, 10:05:09,10:05:09,2:00:10,7210,,18.39
 10:05:10,22281.19,21598.4,37.73,-120.95,-8.06,3.5,2.55,0.000232756,0.030513857,194.4037833, 10:05:10,10:05:10,2:00:11,7211,,3.34
 10:05:12,22289.57,21598.4,37.73,-120.95,-8,2.75,2.55,0.000232756,0.030513857,194.4037833, 10:05:12,10:05:12,2:00:13,7213,,8.38
 10:05:13,22296.28,21598.4,37.73,-120.95,-8,1.75,2.55,0.000232756,0.030513857,194.4037833, 10:05:13,10:05:13,2:00:14,7214,,6.71
 10:05:15,22304.67,21598.4,37.73,-120.95,-8,4.25,2.55,0.000232756,0.030513857,194.4037833, 10:05:15,10:05:15,2:00:16,7216,,8.39
 10:05:17,22316.44,21598.4,37.73,-120.95,-8.06,5.75,2.55,0.000232756,0.030513857,194.4037833, 10:05:17,10:05:17,2:00:18,7218,,11.77
 10:05:18,22326.57,21598.4,37.73,-120.95,-8.06,4.5,2.55,0.000232756,0.030513857,194.4037833, 10:05:18,10:05:18,2:00:19,7219,,10.13
 10:05:20,22333.3,21598.4,37.73,-120.95,-8,4,2.55,0.000232756,0.030513857,194.4037833, 10:05:20,10:05:20,2:00:21,7221,,6.73
 10:05:22,22343.45,21598.4,37.73,-120.95,-8.06,3.5,2.54,0.000232756,0.030513857,194.4037833, 10:05:22,10:05:22,2:00:23,7223,,10.15
 10:05:23,22348.51,21598.4,37.73,-120.95,-8.06,2.75,2.55,0.000232756,0.030513857,194.4037833, 10:05:23,10:05:23,2:00:24,7224,,5.06
 10:05:25,22360.38,21598.4,37.73,-120.95,-8.06,2.75,2.54,0.000232756,0.030513857,194.4037833, 10:05:25,10:05:25,2:00:26,7226,,11.87
 10:05:26,22365.46,21598.4,37.73,-120.95,-8.06,2.25,2.55,0.000232756,0.030513857,194.4037833, 10:05:26,10:05:26,2:00:27,7227,,5.08
 10:05:28,22375.64,21598.4,37.73,-120.95,-8.06,2.5,2.54,0.000232756,0.030513857,194.4037833, 10:05:28,10:05:28,2:00:29,7229,,10.18
 10:05:30,22385.86,21598.4,37.73,-120.95,-8.06,2.5,2.54,0.000232756,0.030513857,194.4037833, 10:05:30,10:05:30,2:00:31,7231,,10.22
 10:05:31,22390.98,21598.4,37.73,-120.95,-8.06,2.5,2.54,0.000232756,0.030513857,194.4037833, 10:05:31,10:05:31,2:00:32,7232,,5.12
 10:05:33,22396.09,21598.4,37.73,-120.95,-8.06,6,2.54,0.000232756,0.030513857,194.4037833, 10:05:33,10:05:33,2:00:34,7234,,5.11
 10:05:35,22409.74,21598.4,37.73,-120.95,-8.06,7.5,2.54,0.000232756,0.030513857,194.4037833, 10:05:35,10:05:35,2:00:36,7236,,13.65
 10:05:36,22421.72,21598.4,37.73,-120.95,-8.06,5.5,2.54,0.000232756,0.030513857,194.4037833, 10:05:36,10:05:36,2:00:37,7237,,11.98
 10:05:38,22428.57,21598.4,37.73,-120.95,-8.06,4.5,2.54,0.000232756,0.030513857,194.4037833, 10:05:38,10:05:38,2:00:39,7239,,6.85
 10:05:40,22438.86,21598.4,37.73,-120.95,-8.06,3.5,2.54,0.000232756,0.030513857,194.4037833, 10:05:40,10:05:40,2:00:41,7241,,10.29
 10:05:41,22445.74,21598.4,37.73,-120.95,-8.06,2.5,2.54,0.000232756,0.030513857,194.4037833, 10:05:41,10:05:41,2:00:42,7242,,6.88
 10:05:43,22454.33,21598.4,37.73,-120.95,-8.06,5,2.53,0.000232756,0.030513857,194.4037833, 10:05:43,10:05:43,2:00:44,7244,,8.59
 10:05:44,22457.78,21598.4,37.73,-120.95,-8.06,6,2.54,0.000232756,0.030513857,194.4037833, 10:05:44,10:05:44,2:00:45,7245,,3.45
 10:05:46,22473.3,21598.4,37.73,-120.95,-8.06,2.5,2.53,0.000232756,0.030513857,194.4037833, 10:05:46,10:05:46,2:00:47,7247,,15.52
 10:05:48,22478.48,21598.4,37.73,-120.95,-8.06,1.5,2.53,0.000232756,0.030513857,194.4037833, 10:05:48,10:05:48,2:00:49,7249,,5.18
 10:05:49,22485.4,21598.4,37.73,-120.95,-8.06,1.25,2.53,0.000232756,0.030513857,194.4037833, 10:05:49,10:05:49,2:00:50,7250,,6.92
 10:05:51,22495.79,21598.4,37.73,-120.95,-8.06,-0.25,2.53,0.000232756,0.030513857,194.4037833, 10:05:51,10:05:51,2:00:52,7252,,10.39
 10:05:53,22504.46,21598.4,37.73,-120.95,-8.06,3.25,2.53,0.000232756,0.030513857,194.4037833, 10:05:53,10:05:53,2:00:54,7254,,8.67
 10:05:54,22514.88,21598.4,37.73,-120.95,-8.06,5.25,2.53,0.000232756,0.030513857,194.4037833, 10:05:54,10:05:54,2:00:55,7255,,10.42
 10:05:56,22516.62,21598.4,37.73,-120.95,-8.13,4,2.52,0.000232756,0.030513857,194.4037833, 10:05:56,10:05:56,2:00:57,7257,,1.74
 10:05:57,22534.03,21598.4,37.73,-120.95,-8.13,2.75,2.52,0.000232756,0.030513857,194.4037833, 10:05:57,10:05:57,2:00:58,7258,,17.41
 10:05:59,22539.26,21598.4,37.73,-120.95,-8.13,2.75,2.52,0.000232756,0.030513857,194.4037833, 10:05:59,10:05:59,2:01:00,7260,,5.23
 10:06:01,22546.23,21598.4,37.73,-120.95,-8.06,-16.25,2.52,0.000232756,0.030513857,194.4037833, 10:06:01,10:06:01,2:01:02,7262,,6.97
 10:06:02,22553.22,21598.4,37.73,-120.95,-8.06,4,2.52,0.000232756,0.030513857,194.4037833, 10:06:02,10:06:02,2:01:03,7263,,6.99
 10:06:04,22568.98,21598.4,37.73,-120.95,-8.13,3.5,2.52,0.000232756,0.030513857,194.4037833, 10:06:04,10:06:04,2:01:05,7265,,15.76
 10:06:06,22579.53,21598.4,37.73,-120.95,-8.13,4,2.52,0.000232756,0.030513857,194.4037833, 10:06:06,10:06:06,2:01:07,7267,,10.55
 10:06:07,22577.76,21598.4,37.73,-120.95,-8.06,5.5,2.52,0.000232756,0.030513857,194.4037833, 10:06:07,10:06:07,2:01:08,7268,,-1.77
 10:06:09,22588.3,21598.4,37.73,-120.95,-8.13,7,2.52,0.000232756,0.030513857,194.4037833, 10:06:09,10:06:09,2:01:10,7270,,10.54
 10:06:11,22598.88,21598.4,37.73,-120.95,-8.06,6.75,2.52,0.000232756,0.030513857,194.4037833, 10:06:11,10:06:11,2:01:12,7272,,10.58
 10:06:12,22605.93,21598.4,37.73,-120.95,-8.13,6,2.51,0.000232756,0.030513857,194.4037833, 10:06:12,10:06:12,2:01:13,7273,,7.05
 10:06:14,22614.75,21598.4,37.73,-120.95,-8.13,5.25,2.51,0.000232756,0.030513857,194.4037833, 10:06:14,10:06:14,2:01:15,7275,,8.82
 10:06:15,22621.81,21598.4,37.73,-120.95,-8.13,3.75,2.51,0.000232756,0.030513857,194.4037833, 10:06:15,10:06:15,2:01:16,7276,,7.06
 10:06:17,22632.43,21598.4,37.73,-120.95,-8.06,5.25,2.51,0.000232756,0.030513857,194.4037833, 10:06:17,10:06:17,2:01:18,7278,,10.62
 10:06:19,22637.74,21598.4,37.73,-120.95,-8.06,7.25,2.51,0.000232756,0.030513857,194.4037833, 10:06:19,10:06:19,2:01:20,7280,,5.31
 10:06:20,22648.39,21598.4,37.73,-120.95,-8.13,8.5,2.5,0.000232756,0.030513857,194.4037833, 10:06:20,10:06:20,2:01:21,7281,,10.65
 10:06:22,22657.27,21598.4,37.73,-120.95,-8.06,5.25,2.5,0.000232756,0.030513857,194.4037833, 10:06:22,10:06:22,2:01:23,7283,,8.88
 10:06:24,22667.95,21598.4,37.73,-120.95,-8.06,4.25,2.5,0.000232756,0.030513857,194.4037833, 10:06:24,10:06:24,2:01:25,7285,,10.68
 10:06:25,22676.87,21598.4,37.73,-120.95,-8.13,5,2.5,0.000232756,0.030513857,194.4037833, 10:06:25,10:06:25,2:01:26,7286,,8.92
 10:06:27,22687.58,21598.4,37.73,-120.95,-8.06,4.75,2.5,0.000232756,0.030513857,194.4037833, 10:06:27,10:06:27,2:01:28,7288,,10.71
 10:06:29,22692.95,21598.4,37.73,-120.95,-8.13,7.25,2.5,0.000232756,0.030513857,194.4037833, 10:06:29,10:06:29,2:01:30,7290,,5.37
 10:06:30,22703.67,21598.4,37.73,-120.95,-8.13,9.5,2.5,0.000232756,0.030513857,194.4037833, 10:06:30,10:06:30,2:01:31,7291,,10.72
 10:06:32,22718.03,21598.4,37.73,-120.95,-8.13,7.25,2.5,0.000232756,0.030513857,194.4037833, 10:06:32,10:06:32,2:01:33,7293,,14.36
 10:06:33,22725.22,21598.4,37.73,-120.95,-8.06,8.25,2.49,0.000232756,0.030513857,194.4037833, 10:06:33,10:06:33,2:01:34,7294,,7.19
 10:06:35,22732.42,21598.4,37.73,-120.95,-8.13,10,2.49,0.000232756,0.030513857,194.4037833, 10:06:35,10:06:35,2:01:36,7296,,7.2
 10:06:37,22743.22,21598.4,37.73,-120.95,-8.13,8,2.49,0.000232756,0.030513857,194.4037833, 10:06:37,10:06:37,2:01:38,7298,,10.8
 10:06:38,22752.24,21598.4,37.73,-120.95,-8.13,9,2.49,0.000232756,0.030513857,194.4037833, 10:06:38,10:06:38,2:01:39,7299,,9.02
 10:06:40,22759.48,21598.4,37.73,-120.95,-8.13,7.75,2.49,0.000232756,0.030513857,194.4037833, 10:06:40,10:06:40,2:01:41,7301,,7.24
 10:06:42,22766.71,21598.4,37.73,-120.95,-8.13,7.5,2.49,0.000232756,0.030513857,194.4037833, 10:06:42,10:06:42,2:01:43,7303,,7.23
 10:06:43,22773.96,21598.4,37.73,-120.95,-8.13,10,2.49,0.000232756,0.030513857,194.4037833, 10:06:43,10:06:43,2:01:44,7304,,7.25
 10:06:45,22786.64,21598.4,37.73,-120.95,-8.13,10.25,2.49,0.000232756,0.030513857,194.4037833, 10:06:45,10:06:45,2:01:46,7306,,12.68
 10:06:46,22797.55,21598.4,37.73,-120.95,-8.13,8.5,2.49,0.000232756,0.030513857,194.4037833, 10:06:46,10:06:46,2:01:47,7307,,10.91
 10:06:48,22803.01,21598.4,37.73,-120.95,-8.13,8.5,2.48,0.000232756,0.030513857,194.4037833, 10:06:48,10:06:48,2:01:49,7309,,5.46
 10:06:50,22815.77,21598.4,37.73,-120.95,-8.13,8,2.48,0.000232756,0.030513857,194.4037833, 10:06:50,10:06:50,2:01:51,7311,,12.76
 10:06:51,22823.04,21598.4,37.73,-120.95,-8.13,7.5,2.48,0.000232756,0.030513857,194.4037833, 10:06:51,10:06:51,2:01:52,7312,,7.27
 10:06:53,22832.2,21598.4,37.73,-120.95,-8.13,7.75,2.48,0.000232756,0.030513857,194.4037833, 10:06:53,10:06:53,2:01:54,7314,,9.16
 10:06:55,22835.85,21598.4,37.73,-120.95,-8.13,10,2.48,0.000232756,0.030513857,194.4037833, 10:06:55,10:06:55,2:01:56,7316,,3.65
 10:06:56,22848.66,21598.4,37.73,-120.95,-8.13,8.5,2.48,0.000232756,0.030513857,194.4037833, 10:06:56,10:06:56,2:01:57,7317,,12.81
 10:06:58,22854.19,21598.4,37.73,-120.95,-8.13,8.75,2.47,0.000232756,0.030513857,194.4037833, 10:06:58,10:06:58,2:01:59,7319,,5.53
 10:07:00,22868.87,21598.4,37.73,-120.95,-8.13,11.75,2.47,0.000232756,0.030513857,194.4037833, 10:07:00,10:07:00,2:02:01,7321,,14.68
 10:07:01,22879.93,21598.4,37.73,-120.95,-8.06,-7,2.48,0.000232756,0.030513857,194.4037833, 10:07:01,10:07:01,2:02:02,7322,,11.06
 10:07:03,22890.99,21598.4,37.73,-120.95,-8.13,10.25,2.47,0.000232756,0.030513857,194.4037833, 10:07:03,10:07:03,2:02:04,7324,,11.06
 10:07:04,22894.68,21598.4,37.73,-120.95,-8.13,9.75,2.47,0.000232756,0.030513857,194.4037833, 10:07:04,10:07:04,2:02:05,7325,,3.69
 10:07:06,22905.78,21598.4,37.73,-120.95,-8.13,9.25,2.47,0.000232756,0.030513857,194.4037833, 10:07:06,10:07:06,2:02:07,7327,,11.1
 10:07:08,22916.88,21598.4,37.73,-120.95,-8.13,10.75,2.47,0.000232756,0.030513857,194.4037833, 10:07:08,10:07:08,2:02:09,7329,,11.1
 10:07:09,22924.32,21598.4,37.73,-120.95,-8.13,9.25,2.47,0.000232756,0.030513857,194.4037833, 10:07:09,10:07:09,2:02:10,7330,,7.44
 10:07:11,22933.61,21598.4,37.73,-120.95,-8.13,8,2.47,0.000232756,0.030513857,194.4037833, 10:07:11,10:07:11,2:02:12,7332,,9.29
 10:07:13,22937.32,21598.4,37.73,-120.95,-8.13,9,2.47,0.000232756,0.030513857,194.4037833, 10:07:13,10:07:13,2:02:14,7334,,3.71
 10:07:14,22950.35,21598.4,37.73,-120.95,-8.13,10.25,2.46,0.000232756,0.030513857,194.4037833, 10:07:14,10:07:14,2:02:15,7335,,13.03
 10:07:16,22957.81,21598.4,37.73,-120.95,-8.13,9,2.46,0.000232756,0.030513857,194.4037833, 10:07:16,10:07:16,2:02:17,7337,,7.46
 10:07:17,22969.01,21598.4,37.73,-120.95,-8.13,8.5,2.46,0.000232756,0.030513857,194.4037833, 10:07:17,10:07:17,2:02:18,7338,,11.2
 10:07:19,22978.36,21598.4,37.73,-120.95,-8.13,8,2.46,0.000232756,0.030513857,194.4037833, 10:07:19,10:07:19,2:02:20,7340,,9.35
 10:07:21,22995.24,21598.4,37.73,-120.95,-8.13,7.75,2.46,0.000232756,0.030513857,194.4037833, 10:07:21,10:07:21,2:02:22,7342,,16.88
 10:07:22,23000.88,21598.4,37.73,-120.95,-8.13,8.25,2.46,0.000232756,0.030513857,194.4037833, 10:07:22,10:07:22,2:02:23,7343,,5.64
 10:07:24,23004.64,21598.4,37.73,-120.95,-8.13,10.75,2.46,0.000232756,0.030513857,194.4037833, 10:07:24,10:07:24,2:02:25,7345,,3.76
 10:07:26,23010.29,21598.4,37.73,-120.95,-8.13,12,2.46,0.000232756,0.030513857,194.4037833, 10:07:26,10:07:26,2:02:27,7347,,5.65
 10:07:27,23029.13,21598.4,37.73,-120.95,-8.19,10,2.45,0.000232756,0.030513857,194.4037833, 10:07:27,10:07:27,2:02:28,7348,,18.84
 10:07:29,23036.67,21598.4,37.73,-120.95,-8.19,9.75,2.45,0.000232756,0.030513857,194.4037833, 10:07:29,10:07:29,2:02:30,7350,,7.54
 10:07:31,23046.14,21598.4,37.73,-120.95,-8.13,9.75,2.45,0.000232756,0.030513857,194.4037833, 10:07:31,10:07:31,2:02:32,7352,,9.47
 10:07:32,23048.02,21598.4,37.73,-120.95,-8.13,9.75,2.45,0.000232756,0.030513857,194.4037833, 10:07:32,10:07:32,2:02:33,7353,,1.88
 10:07:34,23057.49,21598.4,37.73,-120.95,-8.13,8.5,2.45,0.000232756,0.030513857,194.4037833, 10:07:34,10:07:34,2:02:35,7355,,9.47
 10:07:35,23066.99,21598.4,37.73,-120.95,-8.13,7.75,2.45,0.000232756,0.030513857,194.4037833, 10:07:35,10:07:35,2:02:36,7356,,9.5
 10:07:37,23080.29,21598.4,37.73,-120.95,-8.19,7.5,2.45,0.000232756,0.030513857,194.4037833, 10:07:37,10:07:37,2:02:38,7358,,13.3
 10:07:39,23087.91,21598.4,37.73,-120.95,-8.13,8.25,2.45,0.000232756,0.030513857,194.4037833, 10:07:39,10:07:39,2:02:40,7360,,7.62
 10:07:40,23106.98,21598.4,37.73,-120.95,-8.19,9.5,2.45,0.000232756,0.030513857,194.4037833, 10:07:40,10:07:40,2:02:41,7361,,19.07
 10:07:42,23120.38,21598.4,37.73,-120.95,-8.13,10.25,2.45,0.000232756,0.030513857,194.4037833, 10:07:42,10:07:42,2:02:43,7363,,13.4
 10:07:44,23126.13,21598.4,37.73,-120.95,-8.19,7,2.45,0.000232756,0.030513857,194.4037833, 10:07:44,10:07:44,2:02:45,7365,,5.75
 10:07:45,23137.65,21598.4,37.73,-120.95,-8.13,6.25,2.44,0.000232756,0.030513857,194.4037833, 10:07:45,10:07:45,2:02:46,7366,,11.52
 10:07:47,23145.32,21598.4,37.73,-120.95,-8.19,5,2.45,0.000232756,0.030513857,194.4037833, 10:07:47,10:07:47,2:02:48,7368,,7.67
 10:07:49,23149.19,21598.4,37.73,-120.95,-8.19,4,2.44,0.000232756,0.030513857,194.4037833, 10:07:49,10:07:49,2:02:50,7370,,3.87
 10:07:50,23154.95,21598.4,37.73,-120.95,-8.19,4.75,2.44,0.000232756,0.030513857,194.4037833, 10:07:50,10:07:50,2:02:51,7371,,5.76
 10:07:52,23166.52,21598.4,37.73,-120.95,-8.13,7.25,2.44,0.000232756,0.030513857,194.4037833, 10:07:52,10:07:52,2:02:53,7373,,11.57
 10:07:53,23176.16,21598.4,37.73,-120.95,-8.13,7.5,2.44,0.000232756,0.030513857,194.4037833, 10:07:53,10:07:53,2:02:54,7374,,9.64
 10:07:55,23195.53,21598.4,37.73,-120.95,-8.13,6,2.44,0.000232756,0.030513857,194.4037833, 10:07:55,10:07:55,2:02:56,7376,,19.37
